Freq,Impedance
1,10.57
2,626.72
3,1250.26
4,2935.01
5,4876.14
6,4503.35
7,3785.75
8,5842.51
9,6017.15
10,5145.38
11,4510.72
12,5299.07
13,4913.94
14,4679.46
15,4272.25
16,4272.25
17,3938.82
18,3591.89
19,3591.89
20,3641.44
21,3254.78
22,3337.86
23,3279.5
24,3077.11
25,2983.87
26,2895.88
27,2833.39
28,2567.76
29,2659.18
30,2605.69
31,2539.85
32,2439.7
33,2339.53
34,2289.39
35,2249.84
36,1977.71
37,2100.44
38,2049.22
39,1959.51
40,1939.46
41,1875.63
42,1911.96
43,1712.53
44,1654.73
45,1683.12
46,1594.19
47,1606.34
48,1505.55
49,1490.44
50,1461.33
51,1392.89
52,1349.34
53,1262.21
54,1240.95
55,1229.53
56,1156.48
57,1157.98
58,1124.92
59,1092.43
60,1060.43
61,1029.55
62,1012.07
63,975.65
64,962.21
65,958.32
66,926.52
67,905.24
68,889.09
69,871.39
70,854.31
71,835.72
72,826.96
73,809.21
74,798.07
75,784.06
76,770.42
77,755.0
78,733.29
79,727.51
80,711.95
81,707.06
82,688.46
83,682.19
84,666.73
85,663.69
86,645.98
87,637.95
88,630.78
89,615.83
90,610.3
91,602.08
92,584.25
93,570.87
94,572.49
95,561.01
96,549.92
97,541.47
98,534.34
99,526.24
100,518.34
