Freq,Impedance
1,10.57
2,622.59
3,1224.53
4,2804.87
5,4885.5
6,3910.57
7,3381.86
8,4464.13
9,5125.74
10,4235.05
11,3734.36
12,4095.39
13,3839.33
14,3542.17
15,3300.74
16,3027.18
17,3119.77
18,2994.63
19,2798.84
20,2734.7
21,2643.26
22,2589.31
23,2443.46
24,2358.53
25,2237.82
26,2139.12
27,2082.6
28,1958.42
29,1959.51
30,1866.66
31,1849.19
32,1773.96
33,1735.15
34,1742.69
35,1647.98
36,1490.17
37,1503.19
38,1474.38
39,1453.4
40,1427.07
41,1372.28
42,1367.64
43,1286.86
44,1226.76
45,1254.34
46,1186.31
47,1186.31
48,1125.26
49,1125.26
50,1079.03
51,1049.98
52,999.67
53,991.53
54,967.53
55,932.42
56,888.85
57,885.93
58,850.88
59,831.91
60,812.45
61,804.3
62,795.49
63,793.59
64,770.42
65,745.4
66,734.23
67,719.26
68,699.42
69,689.38
70,675.26
71,670.74
72,655.31
73,646.17
74,632.94
75,625.23
76,608.99
77,600.77
78,592.92
79,586.25
80,573.12
81,562.91
82,555.7
83,547.39
84,533.4
85,524.45
86,517.9
87,505.17
88,498.93
89,489.92
90,483.94
91,476.1
92,467.75
93,461.05
94,453.87
95,451.13
96,439.67
97,436.21
98,425.86
99,420.91
100,415.81
