Freq,Impedance
1,10.57
2,620.9
3,1203.43
4,2583.46
5,4175.14
6,3511.77
7,2983.87
8,3990.02
9,3762.36
10,3330.7
11,3127.62
12,3308.88
13,3169.88
14,2872.3
15,2716.43
16,2768.26
17,2580.41
18,2444.16
19,2344.49
20,2205.14
21,2082.17
22,2074.64
23,2003.51
24,1912.86
25,1861.54
26,1829.93
27,1794.08
28,1706.33
29,1668.03
30,1615.78
31,1646.18
32,1544.93
33,1583.91
34,1597.6
35,1466.64
36,1436.63
37,1466.64
38,1438.64
39,1418.26
40,1314.4
41,1314.4
42,1328.3
43,1336.23
44,1245.04
45,1245.04
46,1197.85
47,1175.56
48,1149.66
49,1139.27
50,1098.02
51,1045.75
52,1001.48
53,957.76
54,946.37
55,931.89
56,899.27
57,898.67
58,874.62
59,840.36
60,827.77
61,816.26
62,818.42
63,779.96
64,776.63
65,779.35
66,746.44
67,731.79
68,723.33
69,695.81
70,688.41
71,689.11
72,679.41
73,635.19
74,641.83
75,636.95
76,646.94
77,640.22
78,627.39
79,621.21
80,613.58
81,607.56
82,597.35
83,586.11
84,576.43
85,564.36
86,551.51
87,542.9
88,536.68
89,528.48
90,519.73
91,515.45
92,501.29
93,494.68
94,490.33
95,481.81
96,471.99
97,465.67
98,460.42
99,456.25
100,446.31
