Freq,Impedance
1,10.57
2,625.04
3,1232.99
4,2804.87
5,5024.64
6,3986.95
7,3582.97
8,4516.65
9,5102.03
10,4136.97
11,3657.1
12,4188.1
13,3839.33
14,3456.57
15,3254.78
16,3164.76
17,3058.96
18,2914.45
19,2728.46
20,2677.24
21,2555.04
22,2529.36
23,2324.81
24,2312.95
25,2224.04
26,2105.24
27,2061.95
28,1902.79
29,1884.52
30,1840.49
31,1782.11
32,1704.33
33,1689.92
34,1676.09
35,1640.82
36,1491.88
37,1556.83
38,1497.64
39,1448.09
40,1353.51
41,1353.51
42,1353.51
43,1274.64
44,1234.72
45,1234.72
46,1175.77
47,1158.48
48,1109.53
49,1096.89
50,1067.4
51,1027.99
52,991.89
53,944.34
54,935.46
55,909.36
56,898.99
57,868.56
58,849.38
59,816.17
60,799.19
61,785.84
62,765.92
63,746.98
64,737.26
65,721.71
66,711.2
67,701.78
68,688.84
69,675.52
70,666.93
71,657.67
72,643.82
73,632.71
74,623.3
75,617.01
76,604.72
77,591.98
78,582.92
79,574.03
80,565.18
81,555.61
82,546.11
83,534.45
84,524.44
85,520.07
86,501.18
87,498.13
88,491.13
89,482.26
90,476.54
91,469.64
92,460.71
93,450.19
94,447.22
95,443.71
96,433.59
97,431.31
98,423.38
99,417.09
100,411.75
