Freq,Impedance
1,10.57
2,613.97
3,1211.63
4,2654.04
5,4096.5
6,3828.43
7,3202.19
8,4510.72
9,4347.05
10,3949.7
11,3474.68
12,3785.75
13,3469.28
14,3125.65
15,3029.86
16,2934.19
17,2810.22
18,2724.21
19,2633.5
20,2510.02
21,2505.96
22,2439.7
23,2315.95
24,2241.99
25,2218.57
26,2162.2
27,2184.86
28,1992.84
29,2008.97
30,1977.09
31,1916.25
32,1844.02
33,1858.22
34,1886.35
35,1872.55
36,1694.61
37,1706.09
38,1670.06
39,1681.81
40,1660.16
41,1617.48
42,1617.48
43,1508.42
44,1509.53
45,1491.45
46,1415.41
47,1407.39
48,1376.29
49,1399.42
50,1346.38
51,1339.24
52,1297.18
53,1258.08
54,1264.39
55,1245.32
56,1191.8
57,1191.8
58,1137.49
59,1126.92
60,1097.15
61,1077.92
62,1051.02
63,1020.65
64,1020.82
65,1004.36
66,984.26
67,968.95
68,954.11
69,931.9
70,914.65
71,921.4
72,901.07
73,898.01
74,863.29
75,868.9
76,858.24
77,837.86
78,817.32
79,814.37
80,800.47
81,788.48
82,769.8
83,754.96
84,742.48
85,729.0
86,726.03
87,696.24
88,691.26
89,678.28
90,670.62
91,661.58
92,648.72
93,642.61
94,637.91
95,626.66
96,619.06
97,617.46
98,603.7
99,592.15
100,581.58
