Freq,Impedance
1,10.57
2,615.85
3,1218.74
4,2610.55
5,4515.17
6,3522.28
7,3143.52
8,4027.39
9,4027.39
10,3631.37
11,3196.38
12,3362.09
13,3176.05
14,2839.64
15,2797.43
16,2732.07
17,2574.34
18,2415.73
19,2415.73
20,2260.18
21,2130.49
22,2091.54
23,2046.04
24,1918.64
25,1873.29
26,1799.13
27,1744.82
28,1668.03
29,1630.94
30,1578.31
31,1542.44
32,1518.02
33,1438.64
34,1445.89
35,1348.74
36,1281.67
37,1302.42
38,1276.41
39,1259.95
40,1266.77
41,1265.66
42,1279.74
43,1206.5
44,1176.82
45,1172.51
46,1133.24
47,1125.26
48,1079.8
49,1080.49
50,1053.71
51,1024.11
52,982.91
53,978.82
54,938.55
55,932.22
56,921.73
57,889.33
58,880.25
59,844.06
60,830.3
61,805.98
62,798.44
63,780.88
64,776.02
65,759.43
66,749.85
67,747.33
68,731.87
69,718.25
70,709.8
71,705.15
72,685.48
73,686.07
74,681.93
75,670.14
76,659.73
77,650.48
78,639.07
79,631.64
80,619.47
81,611.18
82,603.72
83,594.12
84,584.7
85,577.61
86,574.02
87,555.5
88,550.41
89,543.08
90,534.66
91,534.81
92,521.52
93,514.7
94,507.58
95,499.82
96,494.16
97,484.27
98,482.96
99,475.88
100,468.57
