Freq,Impedance
1,10.57
2,616.81
3,1228.36
4,2778.92
5,5180.86
6,3744.47
7,3821.22
8,5438.68
9,4528.58
10,3895.24
11,3440.71
12,3646.9
13,4465.56
14,4123.35
15,3933.91
16,3858.62
17,3715.21
18,3612.99
19,3336.07
20,2523.12
21,2567.76
22,2439.7
23,2386.29
24,2196.04
25,2348.66
26,2560.43
27,2688.76
28,2352.22
29,2396.65
30,2343.46
31,2212.61
32,2075.36
33,1776.48
34,1761.41
35,1864.15
36,1906.02
37,1595.7
38,1498.94
39,1555.86
40,1534.81
41,1516.16
42,1479.05
43,1449.65
44,1466.64
45,1425.67
46,1360.56
47,1327.89
48,1279.74
49,1291.8
50,1244.91
51,1238.1
52,1204.7
53,1156.83
54,1171.08
55,1118.89
56,1100.4
57,1076.24
58,1040.5
59,1021.57
60,991.78
61,980.67
62,947.48
63,914.02
64,909.28
65,903.03
66,896.62
67,876.84
68,865.17
69,851.73
70,830.08
71,811.44
72,812.36
73,791.05
74,780.73
75,771.15
76,752.03
77,738.48
78,725.9
79,721.82
80,707.66
81,691.97
82,678.05
83,676.85
84,662.2
85,648.17
86,641.19
87,626.41
88,616.33
89,611.18
90,603.12
91,594.09
92,577.79
93,563.49
94,559.2
95,560.57
96,544.87
97,533.15
98,526.19
99,527.37
100,512.89
