Freq,Impedance
1,10.57
2,613.97
3,1210.46
4,2649.54
5,4003.39
6,3668.98
7,3257.0
8,3880.09
9,3966.68
10,3631.37
11,3160.68
12,3351.73
13,3171.42
14,2771.0
15,2676.93
16,2569.95
17,2443.46
18,2399.53
19,2252.96
20,2138.64
21,2009.5
22,1968.79
23,1866.55
24,1822.57
25,1712.13
26,1696.49
27,1581.04
28,1528.44
29,1505.94
30,1473.19
31,1460.98
32,1385.97
33,1358.62
34,1344.38
35,1272.41
36,1223.58
37,1218.98
38,1178.29
39,1191.23
40,1154.66
41,1133.55
42,1115.99
43,1106.31
44,1041.08
45,1027.59
46,990.76
47,963.72
48,929.81
49,917.79
50,902.14
51,874.73
52,846.78
53,828.05
54,817.24
55,793.72
56,762.99
57,752.71
58,729.7
59,717.76
60,700.67
61,696.16
62,675.77
63,661.92
64,658.44
65,634.86
66,626.49
67,623.64
68,610.52
69,599.5
70,593.8
71,589.99
72,579.18
73,564.81
74,562.32
75,554.78
76,546.11
77,535.45
78,528.47
79,523.72
80,514.56
81,500.78
82,495.41
83,490.99
84,486.38
85,481.17
86,475.56
87,463.79
88,455.14
89,445.8
90,442.79
91,444.41
92,433.23
93,427.97
94,423.66
95,417.32
96,413.47
97,404.35
98,402.08
99,397.54
100,392.45
