Freq,Impedance
1,10.57
2,618.25
3,1225.86
4,2823.18
5,4633.91
6,4175.14
7,3899.06
8,5328.08
9,4906.31
10,4424.52
11,4151.88
12,4452.7
13,4369.73
14,3789.25
15,3685.0
16,3809.58
17,3394.4
18,3027.62
19,2962.27
20,2731.08
21,2752.0
22,2625.88
23,2574.34
24,2522.35
25,2401.32
26,2312.95
27,2263.35
28,2082.17
29,2082.17
30,2041.5
31,2009.37
32,1907.25
33,1895.83
34,1873.29
35,1804.12
36,1662.6
37,1662.6
38,1603.75
39,1620.15
40,1552.47
41,1519.38
42,1512.03
43,1423.9
44,1377.64
45,1353.99
46,1306.82
47,1285.66
48,1262.57
49,1242.8
50,1228.45
51,1184.67
52,1152.66
53,1148.46
54,1114.07
55,1072.81
56,1037.68
57,1007.51
58,982.68
59,951.81
60,930.03
61,905.09
62,890.54
63,862.63
64,860.86
65,834.23
66,826.78
67,824.31
68,808.77
69,789.08
70,777.25
71,772.91
72,761.52
73,750.22
74,737.02
75,724.12
76,721.99
77,703.53
78,695.46
79,687.49
80,672.3
81,655.86
82,647.01
83,639.59
84,633.97
85,625.23
86,615.31
87,597.51
88,595.5
89,584.79
90,576.35
91,574.73
92,559.04
93,547.03
94,545.12
95,536.74
96,527.21
97,518.47
98,512.27
99,507.72
100,502.51
