Freq,Impedance
1,10.57
2,618.49
3,1221.08
4,2778.92
5,4745.22
6,3899.06
7,3591.89
8,4347.05
9,4491.62
10,3839.33
11,3502.73
12,3976.78
13,3933.91
14,3778.78
15,3425.06
16,2977.04
17,3020.94
18,2868.87
19,2790.05
20,2652.84
21,2571.32
22,2486.9
23,2360.44
24,2387.38
25,2317.55
26,2236.2
27,2203.93
28,2016.2
29,1997.06
30,1959.64
31,1954.2
32,1846.14
33,1769.12
34,1798.47
35,1739.88
36,1662.6
37,1702.5
38,1552.78
39,1560.25
40,1505.94
41,1475.72
42,1458.92
43,1362.11
44,1318.48
45,1346.06
46,1271.18
47,1235.93
48,1209.66
49,1201.3
50,1152.68
51,1117.36
52,1089.88
53,1039.56
54,1029.08
55,997.19
56,958.91
57,941.44
58,912.07
59,893.88
60,875.92
61,859.42
62,845.69
63,820.55
64,815.28
65,802.1
66,781.44
67,769.86
68,759.26
69,747.44
70,735.25
71,719.17
72,709.48
73,696.09
74,681.15
75,674.01
76,665.73
77,646.94
78,632.19
79,609.98
80,602.4
81,581.87
82,565.0
83,544.87
84,537.3
85,532.15
86,497.59
87,499.25
88,488.33
89,477.07
90,465.27
91,462.23
92,453.61
93,446.29
94,441.37
95,433.56
96,427.59
97,424.04
98,421.37
99,414.8
100,414.47
