Freq,Impedance
1,10.57
2,622.33
3,1224.53
4,2841.86
5,4391.4
6,4092.07
7,3377.51
8,4629.1
9,4445.61
10,4100.93
11,3650.03
12,4065.83
13,3887.65
14,3437.43
15,3295.54
16,3215.5
17,3089.86
18,2812.73
19,2855.64
20,2624.42
21,2589.31
22,2483.19
23,2425.78
24,2261.86
25,2249.84
26,2151.85
27,2072.35
28,1940.28
29,1930.59
30,1884.41
31,1815.11
32,1740.39
33,1690.46
34,1697.75
35,1613.4
36,1556.41
37,1514.93
38,1513.81
39,1464.15
40,1401.68
41,1362.84
42,1372.28
43,1278.6
44,1230.88
45,1246.16
46,1189.95
47,1179.24
48,1115.74
49,1118.91
50,1070.33
51,1031.1
52,997.09
53,982.24
54,944.34
55,922.24
56,886.98
57,871.0
58,862.27
59,824.71
60,810.58
61,792.47
62,780.48
63,774.6
64,748.55
65,750.71
66,725.02
67,714.42
68,699.42
69,686.27
70,672.25
71,667.73
72,646.17
73,645.17
74,627.24
75,617.35
76,604.72
77,595.3
78,580.21
79,574.03
80,561.44
81,554.42
82,541.14
83,531.01
84,521.14
85,515.76
86,504.26
87,493.13
88,488.15
89,481.28
90,472.72
91,469.64
92,461.49
93,453.87
94,445.28
95,443.85
96,431.91
97,424.25
98,419.96
99,417.66
100,413.97
