Freq,Impedance
1,10.57
2,625.04
3,1241.57
4,2841.86
5,5160.81
6,4189.29
7,3430.25
8,4759.06
9,5315.94
10,4578.79
11,4092.07
12,4491.62
13,4349.7
14,3724.33
15,3649.25
16,3663.42
17,3436.12
18,3396.29
19,3181.75
20,2895.49
21,2915.65
22,2839.64
23,2725.84
24,2541.17
25,2521.57
26,2443.46
27,2382.79
28,2163.66
29,2175.84
30,2094.64
31,2061.95
32,1949.53
33,1949.53
34,1979.21
35,1893.64
36,1755.45
37,1789.91
38,1668.93
39,1647.98
40,1575.53
41,1563.01
42,1538.5
43,1491.88
44,1367.51
45,1411.73
46,1330.61
47,1299.83
48,1262.44
49,1250.26
50,1204.33
51,1155.06
52,1102.79
53,1067.42
54,1053.15
55,1015.11
56,979.7
57,953.71
58,972.25
59,930.85
60,896.83
61,878.24
62,852.95
63,838.83
64,825.62
65,797.39
66,796.63
67,784.93
68,780.24
69,757.85
70,740.14
71,758.61
72,740.12
73,815.08
74,788.77
75,782.15
76,739.13
77,746.07
78,733.96
79,715.46
80,692.35
81,652.85
82,673.72
83,594.16
84,644.08
85,549.62
86,545.07
87,528.89
88,605.47
89,511.5
90,505.99
91,530.89
92,489.41
93,546.23
94,506.47
95,534.22
96,530.4
97,519.57
98,515.96
99,511.63
100,501.29
