Freq,Impedance
1,10.57
2,626.99
3,1248.78
4,2903.34
5,5655.82
6,4493.08
7,4151.88
8,6519.58
9,5985.8
10,5340.31
11,4595.9
12,5355.1
13,5318.36
14,4801.3
15,4560.33
16,4376.47
17,4235.05
18,4281.07
19,4052.89
20,3895.24
21,3758.08
22,3678.57
23,3446.63
24,3290.36
25,3198.49
26,3175.54
27,2982.59
28,2859.03
29,2940.32
30,2835.22
31,2795.67
32,2725.19
33,2621.22
34,2724.21
35,2634.97
36,2144.18
37,2060.83
38,2019.91
39,1989.28
40,1911.96
41,1949.53
42,2328.06
43,1998.99
44,1705.05
45,1712.13
46,1726.95
47,1884.52
48,1509.03
49,1486.08
50,1431.35
51,1396.74
52,1348.9
53,1507.98
54,1527.52
55,1432.91
56,1362.92
57,1374.49
58,1316.27
59,1276.41
60,1256.1
61,1249.0
62,1210.66
63,1196.94
64,1154.24
65,1144.77
66,1115.74
67,1047.38
68,1070.33
69,1055.53
70,1019.93
71,1011.47
72,963.44
73,929.41
74,915.02
75,903.14
76,884.56
77,864.09
78,850.16
79,827.93
80,809.42
81,785.68
82,772.46
83,654.5
84,742.01
85,629.2
86,614.27
87,599.77
88,592.96
89,587.43
90,573.99
91,575.32
92,590.98
93,633.82
94,624.29
95,619.31
96,602.78
97,598.27
98,583.99
99,579.17
100,569.63
