Freq,Impedance
1,10.57
2,621.14
3,1203.43
4,2585.96
5,3814.94
6,3451.26
7,3141.02
8,3741.94
9,3760.65
10,3355.38
11,3051.61
12,3228.43
13,3029.86
14,2848.17
15,2714.81
16,2572.41
17,2430.63
18,2386.07
19,2344.49
20,2116.3
21,2048.66
22,2041.5
23,1978.21
24,1845.63
25,1825.01
26,1788.8
27,1743.71
28,1624.89
29,1634.03
30,1592.63
31,1539.73
32,1497.69
33,1484.02
34,1484.02
35,1408.07
36,1388.94
37,1353.99
38,1320.41
39,1323.83
40,1274.37
41,1281.67
42,1263.05
43,1211.34
44,1167.6
45,1149.63
46,1118.89
47,1099.28
48,1070.01
49,1033.65
50,1013.32
51,997.22
52,968.83
53,946.16
54,916.23
55,893.01
56,881.18
57,860.32
58,844.03
59,834.79
60,816.0
61,798.0
62,789.08
63,769.3
64,758.08
65,759.14
66,740.76
67,728.09
68,721.92
69,703.7
70,691.98
71,680.63
72,676.85
73,662.2
74,645.06
75,644.82
76,634.67
77,618.58
78,601.89
79,601.26
80,583.94
81,575.39
82,566.78
83,557.26
84,547.24
85,539.0
86,527.38
87,522.99
88,513.48
89,505.57
90,496.91
91,496.57
92,485.19
93,472.9
94,469.29
95,464.7
96,457.51
97,451.48
98,444.91
99,442.54
100,436.89
