Freq,Impedance
1,10.57
2,625.04
3,1234.35
4,2817.76
5,4183.37
6,3999.27
7,3318.26
8,4391.4
9,4479.98
10,4119.96
11,3657.1
12,4006.5
13,3762.36
14,3409.63
15,3313.56
16,3257.0
17,2927.7
18,2962.27
19,2728.46
20,2524.42
21,2573.51
22,2431.32
23,2324.81
24,2288.62
25,2195.53
26,2117.37
27,2092.72
28,1921.38
29,1884.52
30,1857.91
31,1806.78
32,1704.97
33,1647.12
34,1641.18
35,1575.53
36,1468.47
37,1453.4
38,1447.94
39,1401.68
40,1344.03
41,1344.03
42,1312.76
43,1299.69
44,1219.24
45,1204.44
46,1144.7
47,1138.15
48,1078.72
49,1055.85
50,1036.17
51,1004.54
52,953.37
53,949.94
54,915.02
55,885.93
56,852.17
57,843.83
58,836.34
59,798.67
60,788.87
61,761.92
62,762.27
63,738.24
64,729.81
65,723.36
66,710.32
67,692.48
68,679.79
69,670.18
70,653.35
71,648.06
72,633.57
73,625.87
74,612.99
75,604.43
76,586.68
77,578.97
78,572.8
79,561.29
80,550.6
81,539.02
82,532.12
83,524.39
84,512.57
85,505.29
86,496.18
87,487.23
88,479.59
89,469.46
90,461.09
91,459.93
92,447.11
93,438.83
94,438.19
95,432.29
96,426.49
97,422.42
98,416.17
99,414.69
100,408.62
