Freq,Impedance
1,10.57
2,626.45
3,1257.57
4,2925.68
5,4699.41
6,4479.98
7,3785.75
8,5501.98
9,6484.15
10,5171.92
11,4403.73
12,5149.77
13,4885.5
14,4296.33
15,4173.97
16,3867.91
17,3949.7
18,3392.51
19,3409.63
20,3248.13
21,3161.7
22,3077.11
23,3009.89
24,2891.19
25,2781.69
26,2672.0
27,2639.7
28,2386.07
29,2370.03
30,2341.18
31,2300.89
32,2200.32
33,2117.37
34,2125.99
35,2017.26
36,1891.89
37,1939.93
38,1852.67
39,1793.15
40,1695.86
41,1666.46
42,1658.17
43,1542.03
44,1477.38
45,1503.3
46,1403.15
47,1397.04
48,1304.77
49,1292.28
50,1276.41
51,1211.49
52,1175.45
53,1159.48
54,1130.16
55,1082.71
56,1057.5
57,1013.94
58,979.03
59,954.78
60,935.14
61,926.72
62,907.55
63,881.13
64,863.77
65,839.51
66,830.66
67,821.72
68,803.17
69,824.02
70,788.87
71,773.98
72,773.28
73,758.46
74,749.79
75,720.08
76,718.38
77,700.84
78,689.16
79,670.74
80,656.29
81,655.27
82,629.76
83,632.94
84,616.33
85,602.59
86,588.62
87,577.02
88,569.4
89,547.2
90,547.34
91,545.04
92,526.66
93,511.47
94,507.18
95,502.81
96,490.43
97,478.9
98,479.19
99,469.36
100,462.07
