Freq,Impedance
1,10.57
2,628.38
3,1264.87
4,3012.97
5,5578.71
6,4558.81
7,4400.98
8,6653.07
9,7658.67
10,6291.05
11,5328.08
12,6601.48
13,6710.76
14,5125.74
15,5438.68
16,5340.31
17,5299.07
18,4510.72
19,4595.9
20,4231.38
21,4215.6
22,4156.5
23,3919.27
24,3762.36
25,3661.84
26,3524.4
27,3661.84
28,3069.62
29,3193.75
30,2992.04
31,2945.25
32,2830.1
33,2741.31
34,2743.97
35,2626.46
36,2419.6
37,2495.87
38,2369.82
39,2245.81
40,2209.82
41,2109.91
42,2025.24
43,1907.47
44,1785.22
45,1826.09
46,1713.75
47,1682.5
48,1600.43
49,1529.94
50,1509.53
51,1413.5
52,1399.42
53,1325.89
54,1274.41
55,1248.94
56,1229.65
57,1184.91
58,1162.78
59,1107.24
60,1087.42
61,1062.76
62,1043.55
63,1016.71
64,989.14
65,969.66
66,961.65
67,946.37
68,943.87
69,907.55
70,889.12
71,875.08
72,859.76
73,833.42
74,838.34
75,807.36
76,790.67
77,773.98
78,759.49
79,738.46
80,726.67
81,711.19
82,701.52
83,686.27
84,672.81
85,660.2
86,648.5
87,636.15
88,633.64
89,635.74
90,613.06
91,603.78
92,582.7
93,576.43
94,569.93
95,563.55
96,547.5
97,533.37
98,528.7
99,524.99
100,512.95
