Freq,Impedance
1,10.56
2,609.98
3,1179.48
4,2580.41
5,4003.39
6,3747.01
7,3143.52
8,4043.27
9,4595.9
10,3883.86
11,3478.74
12,3705.33
13,3516.66
14,3355.38
15,3111.48
16,2865.83
17,2792.86
18,2640.59
19,2672.0
20,2382.79
21,2286.88
22,2237.82
23,2105.84
24,2049.22
25,1958.42
26,1873.51
27,1840.39
28,1711.4
29,1737.93
30,1714.72
31,1664.68
32,1611.71
33,1548.69
34,1563.26
35,1514.82
36,1389.42
37,1439.93
38,1398.72
39,1371.11
40,1322.97
41,1296.06
42,1264.68
43,1259.85
44,1188.68
45,1167.47
46,1129.7
47,1128.0
48,1085.4
49,1074.62
50,1034.38
51,1003.3
52,976.91
53,938.11
54,935.37
55,894.53
56,873.56
57,856.97
58,838.9
59,806.82
60,798.36
61,787.57
62,769.18
63,756.0
64,741.93
65,719.79
66,718.79
67,708.42
68,699.4
69,682.64
70,675.73
71,659.94
72,656.78
73,635.19
74,633.77
75,619.61
76,615.08
77,598.8
78,587.37
79,583.13
80,569.51
81,563.98
82,551.37
83,546.07
84,536.14
85,526.06
86,515.97
87,503.73
88,497.0
89,486.33
90,482.06
91,476.96
92,467.23
93,461.87
94,453.01
95,452.63
96,441.25
97,435.57
98,432.83
99,428.12
100,420.78
