Freq,Impedance
1,10.56
2,616.34
3,1191.8
4,2638.81
5,4092.07
6,3899.06
7,3242.07
8,4516.65
9,5299.07
10,4369.73
11,3899.06
12,4452.7
13,4034.78
14,3631.37
15,3440.71
16,3616.79
17,3236.6
18,3043.85
19,2886.14
20,2813.44
21,2643.26
22,2620.06
23,2549.95
24,2443.46
25,2353.47
26,2175.84
27,2136.12
28,2009.5
29,1969.41
30,1939.93
31,1940.28
32,1813.57
33,1779.65
34,1798.47
35,1666.84
36,1594.45
37,1611.98
38,1569.2
39,1550.61
40,1469.34
41,1447.94
42,1447.94
43,1380.13
44,1316.86
45,1286.21
46,1254.34
47,1230.73
48,1158.35
49,1148.17
50,1141.57
51,1125.26
52,1087.74
53,1043.46
54,1038.66
55,991.53
56,969.3
57,948.01
58,933.67
59,898.24
60,883.73
61,865.3
62,838.42
63,815.78
64,779.07
65,758.8
66,743.67
67,736.78
68,726.4
69,717.76
70,703.43
71,689.16
72,670.14
73,663.47
74,655.0
75,647.41
76,628.48
77,619.61
78,608.12
79,601.02
80,589.99
81,576.5
82,571.31
83,562.33
84,548.69
85,540.27
86,527.66
87,521.84
88,512.95
89,506.48
90,493.02
91,491.35
92,478.69
93,473.7
94,467.4
95,462.09
96,450.74
97,447.07
98,441.78
99,436.19
100,432.64
