Freq,Impedance
1,10.56
2,618.49
3,1193.03
4,2672.0
5,4503.35
6,3905.76
7,3641.44
8,4503.35
9,5030.79
10,4276.02
11,3910.57
12,4218.01
13,4123.35
14,3705.33
15,3440.71
16,3335.47
17,3181.75
18,2992.04
19,2848.17
20,2833.39
21,2660.39
22,2516.16
23,2412.78
24,2386.07
25,2221.04
26,2149.76
27,2079.84
28,1921.38
29,1949.89
30,1893.64
31,1840.49
32,1758.33
33,1712.13
34,1683.12
35,1675.71
36,1520.73
37,1555.38
38,1480.25
39,1458.82
40,1427.07
41,1401.68
42,1396.6
43,1282.89
44,1258.4
45,1258.31
46,1193.44
47,1165.15
48,1121.95
49,1100.22
50,1084.93
51,1070.19
52,1017.73
53,999.67
54,974.76
55,934.82
56,900.87
57,889.82
58,868.97
59,842.32
60,824.23
61,811.31
62,790.58
63,771.48
64,762.27
65,741.95
66,741.08
67,724.93
68,715.06
69,698.92
70,682.74
71,674.86
72,657.2
73,651.59
74,644.89
75,627.92
76,611.44
77,606.18
78,599.35
79,588.05
80,573.69
81,564.81
82,554.71
83,546.29
84,533.42
85,529.98
86,519.93
87,508.05
88,497.45
89,489.15
90,479.34
91,475.22
92,465.86
93,455.17
94,451.84
95,446.17
96,440.58
97,432.55
98,428.4
99,428.26
100,418.66
