Freq,Impedance
1,10.56
2,613.97
3,1182.64
4,2638.81
5,4183.37
6,3899.06
7,3177.09
8,4295.05
9,4876.14
10,4078.89
11,3657.1
12,4065.83
13,3887.65
14,3502.73
15,3374.41
16,3181.75
17,3125.16
18,2954.76
19,2839.64
20,2624.42
21,2539.85
22,2557.46
23,2372.61
24,2261.3
25,2200.15
26,2148.48
27,2105.84
28,1947.98
29,1905.57
30,1844.02
31,1804.12
32,1749.21
33,1720.27
34,1729.12
35,1653.49
36,1571.95
37,1616.05
38,1530.11
39,1494.24
40,1466.59
41,1436.91
42,1439.93
43,1398.72
44,1319.92
45,1319.92
46,1267.49
47,1235.44
48,1200.52
49,1169.4
50,1156.85
51,1106.31
52,1096.79
53,1083.78
54,1046.27
55,1008.1
56,993.91
57,963.7
58,932.42
59,913.76
60,891.82
61,870.85
62,859.27
63,849.29
64,823.09
65,805.61
66,804.48
67,797.55
68,779.44
69,764.59
70,752.9
71,738.27
72,727.95
73,713.44
74,713.55
75,697.66
76,684.33
77,671.46
78,657.23
79,648.51
80,638.21
81,622.01
82,617.31
83,607.94
84,598.38
85,586.43
86,576.59
87,561.7
88,559.13
89,547.69
90,539.97
91,533.36
92,524.31
93,515.08
94,508.91
95,502.78
96,491.48
97,488.04
98,479.06
99,470.24
100,464.7
