Freq,Impedance
1,10.57
2,623.09
3,1227.14
4,2731.08
5,4633.91
6,3740.25
7,3137.53
8,4510.72
9,4369.73
10,3838.42
11,3430.25
12,3713.55
13,3412.18
14,3127.62
15,3009.89
16,3058.96
17,2748.98
18,2639.7
19,2554.23
20,2446.05
21,2276.17
22,2258.33
23,2184.86
24,2083.91
25,1998.47
26,1949.89
27,1863.21
28,1766.27
29,1742.77
30,1668.93
31,1620.9
32,1581.04
33,1520.06
34,1520.73
35,1442.44
36,1357.41
37,1400.44
38,1362.39
39,1330.31
40,1266.18
41,1242.03
42,1258.18
43,1147.75
44,1141.57
45,1144.19
46,1084.58
47,1064.16
48,1036.44
49,1011.99
50,984.01
51,946.44
52,919.64
53,883.73
54,882.07
55,847.34
56,812.89
57,804.95
58,787.57
59,764.22
60,746.45
61,724.72
62,716.59
63,709.51
64,690.29
65,671.29
66,671.29
67,658.54
68,647.83
69,636.35
70,629.1
71,614.56
72,608.03
73,592.69
74,581.68
75,581.22
76,570.83
77,556.13
78,549.08
79,537.59
80,528.63
81,515.63
82,511.52
83,507.36
84,490.35
85,488.36
86,475.28
87,465.27
88,460.61
89,452.73
90,446.52
91,440.67
92,432.47
93,427.72
94,421.93
95,420.4
96,411.37
97,404.29
98,397.81
99,396.44
100,389.16
