Freq,Impedance
1,10.57
2,626.45
3,1250.26
4,3034.35
5,5791.76
6,4699.41
7,4027.39
8,6074.12
9,7023.54
10,5335.41
11,4759.06
12,5904.54
13,5407.83
14,4776.52
15,4479.98
16,4420.34
17,4284.87
18,3945.73
19,3862.33
20,3714.38
21,3474.68
22,3481.46
23,3219.79
24,3147.03
25,3020.94
26,2927.7
27,2781.69
28,2640.59
29,2624.42
30,2563.68
31,2502.67
32,2353.47
33,2300.89
34,2353.47
35,2263.17
36,2050.47
37,2070.2
38,2035.49
39,1963.89
40,1859.98
41,1834.79
42,1841.9
43,1696.73
44,1615.98
45,1609.49
46,1496.02
47,1475.25
48,1390.85
49,1386.83
50,1357.0
51,1294.03
52,1276.51
53,1217.34
54,1200.74
55,1156.75
56,1114.67
57,1097.77
58,1083.59
59,1017.75
60,998.15
61,975.65
62,944.23
63,906.87
64,903.25
65,903.25
66,871.39
67,856.21
68,837.86
69,818.37
70,804.6
71,786.35
72,776.35
73,766.48
74,748.08
75,741.83
76,720.85
77,713.58
78,704.03
79,686.27
80,677.95
81,667.73
82,653.34
83,648.5
84,630.45
85,618.31
86,608.21
87,596.84
88,587.89
89,573.26
90,568.16
91,559.63
92,549.85
93,541.54
94,527.76
95,526.57
96,515.44
97,510.96
98,496.4
99,494.97
100,484.76
