Freq,Impedance
1,10.58
2,624.25
3,1235.66
4,2804.87
5,4391.4
6,3994.12
7,3726.83
8,4503.35
9,5145.38
10,4251.05
11,3806.91
12,4284.87
13,4052.89
14,3685.0
15,3456.57
16,3351.73
17,3351.73
18,3109.54
19,3027.18
20,2895.88
21,2714.81
22,2693.78
23,2539.85
24,2521.57
25,2343.87
26,2263.54
27,2235.66
28,2082.17
29,2060.83
30,1998.99
31,1939.46
32,1837.18
33,1839.29
34,1875.63
35,1712.13
36,1653.2
37,1705.05
38,1562.03
39,1555.38
40,1496.34
41,1491.29
42,1475.05
43,1372.28
44,1326.19
45,1348.78
46,1270.42
47,1266.18
48,1207.95
49,1207.95
50,1175.64
51,1115.81
52,1097.13
53,1078.22
54,1028.29
55,986.65
56,964.66
57,946.04
58,936.75
59,894.67
60,867.47
61,843.83
62,835.03
63,825.62
64,807.45
65,789.94
66,784.06
67,767.03
68,756.98
69,737.36
70,724.67
71,715.4
72,696.24
73,695.66
74,684.29
75,675.77
76,664.24
77,645.9
78,638.1
79,627.51
80,613.92
81,601.27
82,589.78
83,573.77
84,567.38
85,557.3
86,546.29
87,540.31
88,535.58
89,524.19
90,518.54
91,518.34
92,504.3
93,495.11
94,489.42
95,480.98
96,473.51
97,468.59
98,461.36
99,456.58
100,453.94
