Freq,Impedance
1,10.57
2,614.89
3,1173.68
4,2477.05
5,3505.5
6,3242.07
7,2981.73
8,3362.09
9,3481.46
10,3147.03
11,2836.69
12,2939.09
13,2752.0
14,2604.84
15,2446.05
16,2439.7
17,2257.4
18,2157.81
19,2060.83
20,2028.46
21,1884.41
22,1894.85
23,1788.71
24,1716.02
25,1657.81
26,1606.88
27,1547.73
28,1470.26
29,1467.91
30,1425.16
31,1402.43
32,1348.74
33,1310.0
34,1322.19
35,1300.78
36,1244.91
37,1256.0
38,1177.26
39,1183.49
40,1150.91
41,1141.59
42,1135.86
43,1090.82
44,1040.5
45,1027.24
46,998.15
47,992.79
48,939.83
49,920.74
50,910.34
51,874.33
52,852.47
53,842.78
54,814.37
55,803.92
56,776.26
57,775.08
58,750.47
59,734.13
60,721.05
61,703.33
62,694.54
63,688.9
64,677.87
65,660.11
66,658.7
67,651.69
68,638.62
69,629.06
70,616.61
71,607.56
72,600.19
73,588.72
74,581.4
75,574.77
76,557.74
77,556.29
78,543.51
79,536.14
80,527.72
81,514.07
82,511.97
83,504.87
84,491.17
85,488.18
86,477.35
87,468.21
88,461.0
89,452.86
90,449.07
91,441.67
92,435.9
93,429.93
94,422.42
95,419.86
96,414.49
97,411.67
98,404.48
99,400.6
100,394.06
