Freq,Impedance
1,10.57
2,624.25
3,1250.26
4,2983.87
5,5299.07
6,4846.52
7,3953.67
8,6070.51
9,7023.54
10,5609.74
11,5030.79
12,6117.92
13,5706.04
14,5187.6
15,4760.79
16,4717.91
17,4923.52
18,4311.74
19,4528.58
20,4140.4
21,3785.75
22,3786.63
23,3646.9
24,3395.03
25,3453.91
26,3254.78
27,3308.88
28,2873.83
29,2934.19
30,2915.65
31,2768.26
32,2702.01
33,2674.46
34,2752.0
35,2535.9
36,2355.16
37,2355.16
38,2297.75
39,2328.06
40,2117.52
41,2129.09
42,2152.33
43,1930.7
44,1832.01
45,1857.6
46,1782.11
47,1789.91
48,1661.42
49,1668.03
50,1594.19
51,1548.99
52,1474.84
53,1381.83
54,1372.11
55,1326.19
56,1258.4
57,1258.4
58,1262.44
59,1200.85
60,1179.24
61,1179.24
62,1140.61
63,1111.91
64,1099.71
65,1073.26
66,1067.67
67,1044.87
68,1026.05
69,992.1
70,973.99
71,955.05
72,939.52
73,917.25
74,902.38
75,902.38
76,875.47
77,859.01
78,847.4
79,840.4
80,816.0
81,803.97
82,779.54
83,776.96
84,749.47
85,726.03
86,705.7
87,693.9
88,684.33
89,674.98
90,669.18
91,656.78
92,639.07
93,629.41
94,619.14
95,616.0
96,602.51
97,592.07
98,584.0
99,575.24
100,566.25
