Freq,Impedance
1,10.57
2,628.38
3,1283.0
4,3196.38
5,7045.97
6,5924.54
7,4966.39
8,9553.04
9,13925.83
10,10204.06
11,7838.54
12,13510.04
13,13392.39
14,10924.32
15,9771.01
16,11717.28
17,9258.2
18,8006.79
19,7333.19
20,8313.0
21,8159.96
22,7333.19
23,7282.88
24,6995.79
25,6785.02
26,6601.48
27,6255.25
28,5512.75
29,5501.98
30,5501.98
31,5221.68
32,5254.1
33,5043.14
34,5328.08
35,4445.61
36,3953.67
37,4235.05
38,3576.31
39,3717.69
40,3365.16
41,3183.83
42,3257.0
43,3202.72
44,2661.3
45,2626.46
46,2440.64
47,2474.85
48,2278.26
49,2170.55
50,2112.49
51,1993.48
52,1887.11
53,1806.4
54,1791.48
55,1682.58
56,1598.92
57,1574.46
58,1511.25
59,1428.38
60,1378.99
61,1378.99
62,1328.68
63,1277.62
64,1263.21
65,1236.87
66,1198.41
67,1180.91
68,1160.16
69,1137.87
70,1108.36
71,1081.16
72,1087.55
73,1063.03
74,1045.09
75,1025.7
76,1010.67
77,988.09
78,967.85
79,951.37
80,930.23
81,896.89
82,893.01
83,873.22
84,847.01
85,834.13
86,814.31
87,804.17
88,785.84
89,773.98
90,752.95
91,746.31
92,727.51
93,711.73
94,702.17
95,700.11
96,675.93
97,668.13
98,655.72
99,651.1
100,633.39
