Freq,Impedance
1,10.57
2,621.14
3,1228.36
4,2694.41
5,4295.05
6,3747.86
7,3089.86
8,3990.02
9,4215.6
10,3362.09
11,3058.96
12,3159.15
13,3024.05
14,3248.13
15,2600.29
16,2498.89
17,2451.73
18,2342.01
19,2456.97
20,2258.7
21,2264.1
22,2218.39
23,2196.04
24,1908.14
25,2052.97
26,1944.18
27,1965.36
28,1786.59
29,1807.54
30,1778.92
31,1737.17
32,1655.54
33,1608.96
34,1631.99
35,1634.03
36,1538.73
37,1534.29
38,1434.43
39,1445.94
40,1350.65
41,1365.33
42,1350.65
43,1284.53
44,1247.44
45,1250.45
46,1201.16
47,1211.34
48,1149.63
49,1148.27
50,1124.51
51,1085.56
52,1060.97
53,1003.12
54,1000.7
55,962.34
56,937.58
57,935.21
58,925.82
59,881.84
60,867.97
61,846.63
62,834.07
63,818.91
64,807.11
65,790.51
66,770.8
67,773.4
68,761.78
69,750.33
70,738.66
71,731.87
72,725.39
73,708.46
74,696.59
75,692.23
76,676.05
77,662.04
78,642.88
79,644.51
80,633.15
81,621.12
82,607.78
83,602.96
84,582.8
85,575.06
86,562.55
87,558.08
88,550.24
89,541.65
90,530.75
91,528.62
92,519.23
93,510.12
94,505.02
95,497.76
96,490.47
97,481.52
98,475.7
99,469.96
100,466.0
