Freq,Impedance
1,10.57
2,612.98
3,1180.51
4,2510.02
5,3821.22
6,3137.53
7,2790.4
8,3300.74
9,3355.38
10,3009.89
11,2670.16
12,2789.0
13,2679.41
14,2456.97
15,2341.18
16,2276.74
17,2152.33
18,2009.5
19,1910.61
20,1814.14
21,1758.51
22,1708.9
23,1656.63
24,1607.15
25,1539.91
26,1483.66
27,1436.91
28,1383.58
29,1362.6
30,1348.07
31,1314.22
32,1254.38
33,1238.74
34,1218.04
35,1222.99
36,1120.54
37,1150.91
38,1096.81
39,1112.02
40,1055.94
41,1045.99
42,1033.65
43,979.67
44,957.28
45,962.34
46,912.5
47,906.67
48,868.95
49,860.32
50,837.31
51,814.37
52,794.77
53,775.08
54,770.31
55,750.12
56,723.69
57,718.53
58,698.65
59,685.12
60,676.13
61,660.25
62,657.18
63,640.29
64,635.46
65,630.65
66,616.55
67,604.39
68,598.39
69,586.74
70,578.28
71,568.43
72,556.53
73,550.09
74,542.48
75,535.82
76,531.75
77,527.08
78,514.13
79,507.28
80,498.29
81,487.34
82,485.13
83,478.97
84,468.69
85,463.79
86,457.04
87,443.47
88,442.91
89,438.32
90,433.24
91,431.08
92,418.81
93,415.88
94,408.58
95,405.2
96,401.87
97,393.01
98,391.61
99,384.16
100,380.57
