Freq,Impedance
1,10.57
2,617.25
3,1212.75
4,2702.01
5,4753.85
6,3747.01
7,3522.28
8,4578.79
9,4563.39
10,4034.78
11,3631.37
12,3858.62
13,3603.9
14,3337.86
15,3224.64
16,3027.62
17,2994.2
18,2915.65
19,2734.7
20,2529.62
21,2459.84
22,2394.21
23,2301.08
24,2275.22
25,2107.04
26,2052.97
27,1965.36
28,1876.69
29,1901.9
30,1830.82
31,1793.15
32,1677.69
33,1711.16
34,1729.87
35,1655.46
36,1552.59
37,1584.11
38,1505.11
39,1496.77
40,1428.29
41,1427.07
42,1419.59
43,1335.54
44,1305.28
45,1328.95
46,1272.67
47,1267.75
48,1228.36
49,1212.75
50,1194.95
51,1182.82
52,1130.65
53,1068.67
54,1058.44
55,1032.16
56,980.27
57,976.73
58,965.52
59,936.41
60,919.23
61,915.86
62,883.02
63,876.09
64,858.28
65,849.76
66,836.26
67,819.37
68,808.32
69,795.98
70,773.11
71,765.45
72,749.24
73,741.87
74,728.26
75,713.2
76,714.28
77,693.67
78,683.57
79,674.86
80,663.21
81,650.96
82,635.34
83,624.86
84,615.21
85,605.99
86,584.28
87,583.18
88,575.75
89,567.74
90,558.77
91,554.28
92,544.29
93,535.91
94,530.28
95,527.65
96,519.43
97,512.13
98,504.33
99,496.02
100,493.45
