Freq,Impedance
1,10.57
2,617.99
3,1224.53
4,2811.65
5,5171.92
6,4183.37
7,3880.09
8,5335.41
9,5277.62
10,4699.41
11,4078.89
12,4641.94
13,4516.65
14,3968.7
15,3724.33
16,3483.5
17,3351.73
18,3314.73
19,3197.96
20,3029.86
21,2854.14
22,2811.65
23,2732.07
24,2541.17
25,2492.87
26,2492.87
27,2492.87
28,2211.56
29,2200.15
30,2105.84
31,2140.38
32,1949.53
33,1966.95
34,1940.28
35,1866.66
36,1680.66
37,1748.86
38,1674.58
39,1697.52
40,1601.09
41,1550.61
42,1575.21
43,1503.19
44,1386.83
45,1377.18
46,1339.66
47,1326.08
48,1291.24
49,1242.43
50,1208.18
51,1151.62
52,1112.64
53,1076.16
54,1070.19
55,1020.25
56,999.16
57,965.05
58,954.41
59,908.59
60,891.49
61,865.3
62,855.2
63,839.79
64,829.62
65,814.25
66,798.88
67,782.11
68,764.1
69,756.51
70,736.97
71,730.29
72,708.43
73,695.38
74,691.96
75,681.05
76,666.88
77,650.13
78,642.36
79,629.41
80,617.6
81,608.67
82,597.25
83,584.67
84,571.35
85,562.3
86,547.34
87,540.01
88,534.09
89,522.44
90,517.69
91,511.81
92,500.1
93,491.46
94,487.6
95,479.18
96,469.98
97,464.5
98,456.96
99,452.86
100,445.68
