Freq,Impedance
1,10.56
2,616.58
3,1181.49
4,2664.04
5,4189.29
6,3913.46
7,3384.99
8,4803.08
9,5501.98
10,5008.37
11,4216.8
12,4625.91
13,4376.47
14,3778.78
15,3644.56
16,3747.01
17,3356.6
18,3175.54
19,3176.05
20,2940.32
21,2967.31
22,2790.05
23,2620.06
24,2600.29
25,2469.01
26,2350.33
27,2189.42
28,2203.93
29,2184.86
30,2125.99
31,2087.57
32,2013.96
33,1926.89
34,1937.46
35,1840.29
36,1706.09
37,1813.57
38,1708.9
39,1680.66
40,1592.11
41,1593.61
42,1574.27
43,1450.59
44,1410.23
45,1399.16
46,1358.01
47,1357.41
48,1286.86
49,1269.93
50,1211.37
51,1164.71
52,1141.21
53,1096.89
54,1081.4
55,1058.07
56,1004.54
57,1009.21
58,998.66
59,957.53
60,941.11
61,912.99
62,904.95
63,886.2
64,860.14
65,848.72
66,829.09
67,813.19
68,804.93
69,790.45
70,773.87
71,761.87
72,746.34
73,733.8
74,731.91
75,720.65
76,699.07
77,685.81
78,667.77
79,661.4
80,645.69
81,633.14
82,623.78
83,616.25
84,600.26
85,606.11
86,590.31
87,577.99
88,571.26
89,560.6
90,548.18
91,552.52
92,530.72
93,525.06
94,517.37
95,515.24
96,503.3
97,491.65
98,489.01
99,485.49
100,472.93
