Freq,Impedance
1,10.56
2,608.12
3,1182.42
4,2583.46
5,3999.27
6,3668.98
7,3522.28
8,4445.61
9,4424.52
10,3903.84
11,3467.27
12,3778.78
13,3612.99
14,3293.23
15,3164.76
16,3075.7
17,2982.59
18,2830.1
19,2830.1
20,2586.8
21,2444.16
22,2446.28
23,2289.39
24,2184.86
25,2140.38
26,2094.05
27,2083.77
28,1850.52
29,1844.02
30,1853.9
31,1723.31
32,1672.69
33,1624.89
34,1599.24
35,1523.75
36,1514.82
37,1450.59
38,1440.32
39,1397.44
40,1365.54
41,1337.23
42,1319.85
43,1237.06
44,1207.41
45,1187.36
46,1140.61
47,1147.1
48,1095.79
49,1069.32
50,1051.94
51,1024.61
52,995.89
53,980.77
54,930.02
55,913.78
56,892.05
57,865.3
58,853.48
59,817.75
60,801.63
61,792.45
62,775.38
63,766.06
64,740.23
65,723.96
66,720.54
67,708.41
68,698.92
69,683.79
70,667.68
71,663.47
72,641.58
73,637.52
74,621.38
75,621.04
76,601.89
77,597.99
78,585.56
79,572.24
80,562.16
81,553.56
82,543.91
83,538.01
84,531.06
85,518.7
86,512.14
87,495.67
88,492.37
89,483.34
90,476.37
91,477.69
92,460.18
93,454.18
94,450.28
95,443.68
96,439.45
97,432.69
98,431.41
99,425.96
100,422.55
