Freq,Impedance
1,10.56
2,615.59
3,1206.62
4,2804.87
5,4369.73
6,4381.88
7,3953.67
8,5315.94
9,5871.65
10,5171.92
11,4516.65
12,5501.98
13,5299.07
14,4558.81
15,4337.81
16,4296.33
17,3919.27
18,3570.43
19,3612.23
20,3421.83
21,3309.47
22,3201.13
23,3141.02
24,3075.7
25,2895.49
26,2732.07
27,2709.99
28,2446.28
29,2508.75
30,2358.53
31,2289.97
32,2187.39
33,2212.79
34,2237.64
35,2237.82
36,2040.81
37,1911.85
38,1840.49
39,1866.55
40,1766.27
41,1750.15
42,1697.2
43,1654.95
44,1544.34
45,1520.73
46,1442.01
47,1442.01
48,1357.41
49,1366.98
50,1312.21
51,1261.66
52,1211.8
53,1214.02
54,1138.08
55,1115.74
56,1100.16
57,1058.82
58,1053.13
59,999.67
60,979.56
61,981.81
62,941.11
63,932.86
64,910.36
65,900.16
66,881.57
67,865.05
68,838.83
69,828.05
70,818.41
71,789.62
72,786.31
73,769.15
74,754.7
75,746.34
76,727.16
77,709.81
78,698.71
79,691.34
80,673.3
81,664.71
82,646.09
83,636.77
84,620.9
85,613.51
86,601.69
87,587.47
88,583.27
89,569.72
90,564.36
91,557.87
92,543.85
93,538.45
94,530.16
95,522.88
96,511.29
97,507.56
98,498.71
99,491.97
100,480.89
